,Title,Desc,Type,BodyPart,Equipment,Level
764,Alternating dumbbell snatch,the alternating dumbbell snatch is an explosive exercise that builds full body power and targets the muscles of the hips back and shoulders performing it by alternating arms gives each arm the chance to recover allowing you to do a greater amount of quality work it can be performed for low reps with a focus on power and speed or for higher reps to build muscle or as part of a metabolic conditioning circuit ,Strength,Biceps,Dumbbell,Intermediate
765,TBS Incline Dumbbell Curl,the incline dumbbell biceps curl is an isolation exercise targeting the biceps this variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle ,Strength,Biceps,Dumbbell,Intermediate
766,TBS Hammer Curl,the alternating hammer curl is performed with dumbbells but without wrist supination throughout each rep the wrists remain neutral like a carpenter hammering a nail ,Strength,Biceps,Dumbbell,Intermediate
767,Reverse-grip dumbbell curl,with the reverse grip dumbbell curl the palms face down not up this unorthodox wrist position simultaneously targets the biceps while also building forearm and grip strength the move can be performed standing or seated because grip is a limiting factor it is usually performed for moderate to high reps such as 8 10 reps per set ,Strength,Biceps,Dumbbell,Intermediate
768,Incline Dumbbell Curl - Gethin Variation,the incline dumbbell biceps curl is an isolation exercise targeting the biceps this variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle ,Strength,Biceps,Dumbbell,Intermediate
769,Hammer curl,the hammer curl is a dumbbell movement that focuses on the biceps brachialis and forearm muscles throughout each rep the wrists remain neutral like a carpenter hammering a nail it is generally performed for moderate to high reps such as 8 12 reps or more as part of the arm focused portion of a workout ,Strength,Biceps,Dumbbell,Intermediate
770,Seated Dumbbell Curl - Gethin Variation,the seated dumbbell biceps curl is a standard exercise for building bigger biceps while dumbbell biceps curls can be performed standing this version involves sitting on a bench ,Strength,Biceps,Dumbbell,Intermediate
771,Dumbbell Hammer Curl - Gethin Variation,this curl is performed simultaneously with dumbbells but without wrist supination throughout each rep the wrists remain neutral like a carpenter hammering a nail ,Strength,Biceps,Dumbbell,Intermediate
772,Single-arm seated dumbbell curl,the single arm seated dumbbell curl is a popular exercise for building bigger biceps performing it one arm at a time may allow you to use slightly heavier weight while focusing on really feeling the mind muscle connection in the working arm like most curl variations these are usually performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Biceps,Dumbbell,Intermediate
773,Lying Cable Curl - Gethin Variation,the lying cable biceps curl is an isolation exercise that eliminates the possibility of using momentum from the lower body to raise the weight ,Strength,Biceps,Dumbbell,Intermediate
774,Dumbbell biceps curl,the dumbbell biceps curl is a single joint exercise for building bigger and stronger biceps popular among gym goers of all experience levels this move can be done seated or standing it is generally performed for moderate to high reps such as 8 12 reps or higher as part of the arm focused portion of a workout ,Strength,Biceps,Dumbbell,Intermediate
777,AM Hammer Curls,this curl is performed simultaneously with dumbbells but without wrist supination throughout each rep the wrists remain neutral like a carpenter hammering a nail ,Strength,Biceps,Dumbbell,Intermediate
778,AM Seated Hammer Curls,the seated hammer curl is a popular exercise for building bigger biceps the movement resembles hammering a nail hence the name while hammer can be performed standing this version involves sitting on a bench ,Strength,Biceps,Dumbbell,Intermediate
779,Seated alternating biceps curl,the seated alternating biceps curl is an exercise that builds bigger and stronger biceps the alternating technique allows one arm to rest briefly while the other arm lifts it is usually performed for moderate to high reps such as 8 12 reps or more as part of the upper body or arm focused portion of a workout ,Strength,Biceps,Dumbbell,Intermediate
780,Alternating hammer curl,the alternating hammer curl is performed with dumbbells but without wrist supination throughout each rep the wrists remain neutral like a carpenter hammering a nail it is generally performed for moderate to high reps such as 8 12 reps or more as part of the arm focused portion of a workout ,Strength,Biceps,Dumbbell,Intermediate
